ID,numid,weighted_current
G277,"277",0.546882723764409
G278,"278",0.504759989573033
G279,"279",0.56046919016127
G28,"28",0.412415050946916
G280,"280",0.646070998116811
G281,"281",0.724919732147648
G282,"282",0.787391719154556
G283,"283",0.773718178393773
G284,"284",0.732787833216774
G285,"285",0.679360929570933
G286,"286",0.632356569564679
G287,"287",0.57605846755168
G288,"288",0.406772655832647
G289,"289",0.386654987143198
G29,"29",0.404824474904137
G290,"290",0.355851779063741
G291,"291",0.400481710493088
G292,"292",0.430315971500598
G293,"293",0.448392687080325
G294,"294",0.45241644841021
G295,"295",0.439765772939028
G296,"296",0.496480731071384
G297,"297",0.361481450569415
G298,"298",0.355361203799988
G299,"299",0.348048301599921
G3,"3",0.433751047962248
G30,"30",0.400834710616456
G300,"300",0.576354149198613
G301,"301",0.666140806612781
G302,"302",0.764902346086946
G303,"303",0.821419460497435
G304,"304",0.857798765516728
G305,"305",0.907459583657632
G306,"306",0.909403939884556
G307,"307",0.885748348500135
G308,"308",0.788921891980749
G309,"309",0.560962285215277
G31,"31",0.401484921996676
G310,"310",0.543370080554214
G311,"311",0.614529720910936
G312,"312",0.709197341343238
G313,"313",0.780662830699901
G314,"314",0.802355633399854
G315,"315",0.77154745990057
G316,"316",0.704576973425327
G317,"317",0.659440308607762
G318,"318",0.599898224429484
G319,"319",0.396680824121391
G32,"32",0.405431366296732
G320,"320",0.380151741361294
G321,"321",0.430236713756978
G322,"322",0.455403567914979
G323,"323",0.464685799524181
G324,"324",0.458825682681011
G325,"325",0.436415492061821
G326,"326",0.486475475922671
G327,"327",0.358038434181362
G328,"328",0.348480190274614
G329,"329",0.538162534351124
G33,"33",0.417061987310881
G330,"330",0.62298365960852
G331,"331",0.738595651382438
G332,"332",0.794462532462725
G333,"333",0.904871521278587
G334,"334",0.912648875638983
G335,"335",0.891069832099042
G336,"336",0.834330189735401
G337,"337",0.579658143019235
G338,"338",0.53015051304598
G339,"339",0.576913113650719
G34,"34",0.423987110402686
G340,"340",0.681623183479001
G341,"341",0.769517905855894
G342,"342",0.825746576320682
G343,"343",0.811798287987396
G344,"344",0.753691849400149
G345,"345",0.698939808445935
G346,"346",0.569708974921244
G347,"347",0.405045020168196
G348,"348",0.375825747277531
G349,"349",0.331192524418615
G35,"35",0.404629010796934
G350,"350",0.385687591827697
G351,"351",0.432273723318923
G352,"352",0.459993767718503
G353,"353",0.475094177643985
G354,"354",0.475693093211968
G355,"355",0.458063057463179
G356,"356",0.429798091341691
G357,"357",0.542424279406252
G358,"358",0.509573843311816
G359,"359",0.477757942002166
G36,"36",0.397841895031815
G360,"360",0.360618428546902
G361,"361",0.351246787760481
G362,"362",0.341077757005155
G363,"363",0.337316455691416
G365,"365",0.431882587803319
G366,"366",0.507440955598965
G367,"367",0.575718088326079
G368,"368",0.643866593022249
G369,"369",0.822336741742111
G37,"37",0.395474140321208
G370,"370",0.87733531182066
G371,"371",0.912788490110806
G372,"372",0.894535273286343
G373,"373",0.851572581901445
G374,"374",0.544262576439544
G375,"375",0.644201687409508
G376,"376",0.744990834620359
G377,"377",0.829586875908082
G378,"378",0.851054843119666
G379,"379",0.79285697358389
G38,"38",0.397941541342599
G380,"380",0.716353157798724
G381,"381",0.669354670001294
G382,"382",0.596652111902837
G383,"383",0.38467516585967
G384,"384",0.343764287608008
G385,"385",0.308545714524238
G386,"386",0.359563232328286
G387,"387",0.462427895135534
G388,"388",0.487780575470571
G389,"389",0.487276153509813
G39,"39",0.403634694237637
G390,"390",0.475167204134685
G391,"391",0.450407590998751
G392,"392",0.422560893058655
G393,"393",0.538059316006797
G394,"394",0.547830984481471
G395,"395",0.536741450746141
G396,"396",0.501991218584998
G397,"397",0.475477124373302
G398,"398",0.343745790920607
G399,"399",0.33666990149156
G4,"4",0.435932143410105
G40,"40",0.411786661949742
G400,"400",0.33663628631079
G401,"401",0.408795181481682
G402,"402",0.459640155823614
G403,"403",0.531548148410843
G404,"404",0.621315208704387
G405,"405",0.789530202110632
G406,"406",0.846462136934417
G407,"407",0.8959434823549
G408,"408",0.897415467961456
G409,"409",0.854507073284521
G41,"41",0.419727489966254
G410,"410",0.504225167279772
G411,"411",0.703193868878858
G412,"412",0.804355146851287
G413,"413",0.876603944978833
G414,"414",0.835861590256525
G415,"415",0.767624938353802
G416,"416",0.692962209385516
G417,"417",0.560756897218579
G418,"418",0.357756179416799
G419,"419",0.315836227497688
G42,"42",0.425241020957552
G420,"420",0.322122801897607
G421,"421",0.381347138636203
G422,"422",0.463602224792108
G423,"423",0.495542567584378
G424,"424",0.510678868621971
G425,"425",0.476099330582526
G426,"426",0.437823024614337
G427,"427",0.547040486444526
G428,"428",0.529066851009434
G429,"429",0.485118936710954
G43,"43",0.396245488032827
G430,"430",0.336889203282356
G431,"431",0.333947018589439
G432,"432",0.432497219436699
